Instância Best_Integer Tempo_Total Tempo_Solver #Nós Nó_Solução LP Melhor_Bound #Cortes
./instancias/sem_suspeita_otimalidade_teste/i640-311_sft 1e+09 8173.05 3843.81 0 -1 30927.8 30927.8 43771
./instancias/sem_suspeita_otimalidade_teste/i640-311_sft 1e+09 8172.92 3783.39 0 -1 30927.8 30927.8 43771
./instancias/sem_suspeita_otimalidade_teste/i640-311_sft 1e+09 8172.05 3857.01 0 -1 30934.2 30934.2 43951
./instancias/sem_suspeita_otimalidade_teste/i640-311_sft 1e+09 8171.93 3787.55 0 -1 30950.3 30950.3 44447
./instancias/sem_suspeita_otimalidade_teste/i640-311_sft 1e+09 8172.82 3786.11 0 -1 30989.6 30989.6 45532
./instancias/sem_suspeita_otimalidade_teste/i640-312_sft 1e+09 8080.43 3662.96 0 -1 30901.8 30901.8 45451
./instancias/sem_suspeita_otimalidade_teste/i640-312_sft 1e+09 8080.11 3476.71 0 -1 30921.8 30921.8 46136
./instancias/sem_suspeita_otimalidade_teste/i640-312_sft 1e+09 8080.4 3704.77 0 -1 30917.5 30917.5 45970
./instancias/sem_suspeita_otimalidade_teste/i640-312_sft 1e+09 8081.62 3689.34 0 -1 30901.8 30901.8 45451
./instancias/sem_suspeita_otimalidade_teste/i640-312_sft 1e+09 8083.1 3624.74 0 -1 30912 30912 45802
./instancias/sem_suspeita_otimalidade_teste/i640-313_sft 1e+09 8161.98 3768.5 0 -1 30779.6 30779.6 46096
./instancias/sem_suspeita_otimalidade_teste/i640-313_sft 1e+09 8160.24 3822.67 0 -1 30828.6 30828.6 47736
./instancias/sem_suspeita_otimalidade_teste/i640-313_sft 1e+09 8160.21 3818.39 0 -1 30813.3 30813.3 47236
./instancias/sem_suspeita_otimalidade_teste/i640-313_sft 1e+09 8161.96 3825.88 0 -1 30832.9 30832.9 47894
./instancias/sem_suspeita_otimalidade_teste/i640-313_sft 1e+09 8161.62 3808.78 0 -1 30832.9 30832.9 47894
./instancias/sem_suspeita_otimalidade_teste/i640-314_sft 1e+09 8184.45 3806.34 0 -1 30777.2 30777.2 44412
./instancias/sem_suspeita_otimalidade_teste/i640-314_sft 1e+09 8185.49 3869.55 0 -1 30782.2 30782.2 44577
./instancias/sem_suspeita_otimalidade_teste/i640-314_sft 1e+09 8184.08 3865.22 0 -1 30782.2 30782.2 44577
./instancias/sem_suspeita_otimalidade_teste/i640-314_sft 1e+09 8184.53 3767.8 0 -1 30764.9 30764.9 44020
./instancias/sem_suspeita_otimalidade_teste/i640-314_sft 1e+09 8186.84 3851.74 0 -1 30720.9 30720.9 42638
./instancias/sem_suspeita_otimalidade_teste/i640-315_sft 1e+09 7940.12 3597.2 0 -1 30605 30605 41485
./instancias/sem_suspeita_otimalidade_teste/i640-315_sft 1e+09 7943.12 3507.35 0 -1 30548.6 30548.6 39871
./instancias/sem_suspeita_otimalidade_teste/i640-315_sft 1e+09 7938.99 3490.96 0 -1 30594.6 30594.6 41171
./instancias/sem_suspeita_otimalidade_teste/i640-315_sft 1e+09 7937.65 3540.47 0 -1 30620.9 30620.9 41991
./instancias/sem_suspeita_otimalidade_teste/i640-315_sft 1e+09 7939.93 3533.15 0 -1 30620.9 30620.9 41991
./instancias/sem_suspeita_otimalidade_teste_v2/i640-331_sft 1e+09 7737.71 3338.69 0 -1 39926.7 39926.7 69481
./instancias/sem_suspeita_otimalidade_teste_v2/i640-331_sft 1e+09 7737.73 3382.02 0 -1 40029.5 40029.5 73541
./instancias/sem_suspeita_otimalidade_teste_v2/i640-331_sft 1e+09 7737.36 3368.8 0 -1 40101 40101 76528
./instancias/sem_suspeita_otimalidade_teste_v2/i640-331_sft 1e+09 7737.29 3389.9 0 -1 40130.9 40130.9 77960
./instancias/sem_suspeita_otimalidade_teste_v2/i640-331_sft 1e+09 7737.23 3379.26 0 -1 40130.9 40130.9 77960
./instancias/sem_suspeita_otimalidade_teste_v2/i640-332_sft 1e+09 8200.68 3863.11 0 -1 39881.3 39881.3 83786
./instancias/sem_suspeita_otimalidade_teste_v2/i640-332_sft 1e+09 8200.74 3889.02 0 -1 39881.3 39881.3 83786
./instancias/sem_suspeita_otimalidade_teste_v2/i640-332_sft 1e+09 8200.67 3872.54 0 -1 39881.3 39881.3 83786
./instancias/sem_suspeita_otimalidade_teste_v2/i640-332_sft 1e+09 8200.78 3855.57 0 -1 39881.3 39881.3 83786
./instancias/sem_suspeita_otimalidade_teste_v2/i640-332_sft 1e+09 8200.74 3876.19 0 -1 39881.3 39881.3 83786
./instancias/sem_suspeita_otimalidade_teste_v2/i640-333_sft 1e+09 7935.48 3620.66 0 -1 39605.9 39605.9 86082
./instancias/sem_suspeita_otimalidade_teste_v2/i640-333_sft 1e+09 7935.42 3611.81 0 -1 39605.9 39605.9 86082
./instancias/sem_suspeita_otimalidade_teste_v2/i640-333_sft 1e+09 7935.52 3519.12 0 -1 39582.5 39582.5 84578
./instancias/sem_suspeita_otimalidade_teste_v2/i640-333_sft 1e+09 7935.49 3528.13 0 -1 39582.5 39582.5 84578
./instancias/sem_suspeita_otimalidade_teste_v2/i640-333_sft 1e+09 7935.53 3569.11 0 -1 39582.5 39582.5 84578
./instancias/sem_suspeita_otimalidade_teste_v2/i640-334_sft 1e+09 8024.74 3623.95 0 -1 39490.8 39490.8 80336
./instancias/sem_suspeita_otimalidade_teste_v2/i640-334_sft 1e+09 8024.86 3631.78 0 -1 39490.8 39490.8 80336
./instancias/sem_suspeita_otimalidade_teste_v2/i640-334_sft 1e+09 8024.88 3633.36 0 -1 39490.8 39490.8 80336
./instancias/sem_suspeita_otimalidade_teste_v2/i640-334_sft 1e+09 8024.85 3669.25 0 -1 39490.8 39490.8 80336
./instancias/sem_suspeita_otimalidade_teste_v2/i640-334_sft 1e+09 8024.85 3644.26 0 -1 39490.8 39490.8 80336
./instancias/sem_suspeita_otimalidade_teste_v2/i640-335_sft 1e+09 7819.37 3389.63 0 -1 40228.4 40228.4 79286
./instancias/sem_suspeita_otimalidade_teste_v2/i640-335_sft 1e+09 7819.3 3436.25 0 -1 40228.4 40228.4 79286
./instancias/sem_suspeita_otimalidade_teste_v2/i640-335_sft 1e+09 7819.35 3507.66 0 -1 40228.4 40228.4 79286
./instancias/sem_suspeita_otimalidade_teste_v2/i640-335_sft 1e+09 7819.32 3375.19 0 -1 40228.4 40228.4 79286
./instancias/sem_suspeita_otimalidade_teste_v2/i640-335_sft 1e+09 7819.61 3518.49 0 -1 40070.9 40070.9 74156
